"# 文本key","文本value"
"string","string"
"c2fb4e70b40e23497db3ed0668e1548e","It's been many years since anyone visited this crumbling site. Why would anyone come here now?"
"701f4c11a5291109e9e0263170d1f0a4","A mere soldier isn't worth much praise."
"040ab3511fe757a92b41c48846ad3525","I've heard that Hare Ear Pass was once a vital frontier stronghold. How did it fall into such disrepair?"
"53827e7d2b7f4546be53789f9bde286e","When the northern tribes invaded, our defenses were the first to falter. The soldiers of Hare Ear Pass, all members of the Iron Robe Alliance, fought bravely but ultimately fell."
"623c69fb380cffe997c9dcdc9c3a8e10","Is that so..."
"cecb5324b83fa0f5486477c9e7937b8b","It's been a long time since anyone came here. I still have some unresolved thoughts about those past events."
"6e7192525451c1de5018adc2aa281745","What do you mean?"
"1e921331abf11821fce9573425577f3b","After the pass fell, the northern barbarians surged in, pillaging and burning. They claimed it was the defenders' resistance that angered them. If we had surrendered, perhaps they wouldn't have been so brutal."
"01ddff60fce89983db6dfbcd54e7706a","Those who survived wanted to return to the Iron Robe Alliance, but instead, they were met with scorn from the people. They were blamed for provoking the barbarians' wrath, leading to further devastation."
"76a21c3765f68e4556af50f882d2f26e","Many of our wounded soldiers perished soon after returning home, unable to cope with the guilt and shame. After I recovered, I returned here to reflect on those days, but I still haven't found answers."
"b4fb1086d1a7dadbf83131f813b20915","Did we, the defenders of Hare Ear Pass, act wrongly by resisting?"
"d8ae4c18abbfe1496a3b28b84487485b","[Disagree] You were wrong to resist."
"10798decad99e4811562fe689791b87e","You make a valid point. If we hadn't fought so fiercely, perhaps the barbarians wouldn't have been so ruthless."
"c7e93dd80ff765ce0fc7f478a6790e0a","Well, after years of contemplation, it seems all my thoughts lead to nothing. There's only ruins left here. You should go."
"c5cb08b94bd4d09c6546b768848a4fd0","[Leave] Then I'll take my leave."
"2a4e75466ad2d31932d38ee021efda36","[Agree] You did nothing wrong."
"75a9fa380965faa571493a3693bb02f8","You were true heroes, fighting against the invaders.\\nThe barbarians came with the intent to kill and plunder. Without the brave soldiers of Hare Ear Pass, the chaos would have been even worse."
"4b585d6179aa0aac76d3a2851153e962","...But what about the innocent people?"
"92e35b1d35655d6eb97c3c65c651c5c8","The atrocities committed by the barbarians are unforgivable. Without your brave stand, the fate of this place would have been far worse."
"8f831a10b789c77baf8d28d3730cc2c3","[Persuade]"
"047a625a23a783aacdeac12ee8779eea","My brothers in arms, can you hear me? I know there are those who recognize the righteousness of our cause!"
"e0dc1029ef72d53a2cfa907b587be6a6","Those idiots accept their fate without a fight. They've become so accustomed to being slaves that they've placed themselves at the feet of their masters, thinking even a single bark of protest is wrong."
"0289711bb828c174cd370ac430dc1f84","But we refuse to be the slaves. We are proud sons and daughters of the Central Plains!"
"2b35a91cb770a32a51523e545f2f779d","For decades, slander has claimed the lives of many heroes. Those who spread lies were a minority, yet they deceived many into turning against us."
"601120340c09b282314354743ac52557","Since the disappearance of the grand emperor, the Iron Robe Alliance has upheld its duty. After the northern turmoil, we closed ourselves off from the world. I had sworn not to take in any new disciples, but someone like you shouldn't miss the chance to join us."
"8fb40183d1c2eb6f515c5ee5e8423904","What's inside?"
"32bca988600c37a121dfe44fa5cb4d32","Take this. It has the route to the Iron Robe Alliance."
"1d10ef07906eb7924fc2e265ff14bfaf","Aren't you coming with me?"
"904233358fbc5d75737c972f7d73a43c","You have your path, and I have mine. You have your path, and I have mine. I should have died on the first day of the invasion, struck down by an arrow. But someone saved me, taking that fatal shot for me."
"e196229d8b609609e2a76b55c9db0651","Now, my body is worn out. I've only held on this long out of sheer will."
"3becfe37547d3873ce80a39631b921f0","Thank you. Without your guidance, I might still be trapped in those old rumors."
"8799090cdbe75a660ca1ec796967b2f0","Now I can finally say:\\nthe soldiers of Hare Ear Pass are true heroes."
"ba1534ddcf079c8fca9923114f52797f","The old soldier's eyes shine with excitement as he raises his fist, trying to say more, but he falters, his voice lost."
"5b9e97c6923ec566091e2eef469ed6f6","You gently nudge him, but his eyes are clouded, and the spark of life is fading."
"c158d0b99c8d1e816df0f516b1d9e796","The tale of Hare Ear Pass must never be forgotten."
"7a49e69068070f1f0ff95fb0daf33afa","Huh? What's this?"
"83ea44c6fe458e7c909363ff8f05ec5a","I've found the other half!"
"6d14df60fb91a2c84c2ed1fa25224b36","Combine the pieces"
"2305226c1ac21b7a73d0076fcf081bda","You piece the two halves of the manual together and see the title: 'The Reversal Breathing Skill.'"
"4988f0696cefdddda273a6dc995eca2f","It seems to describe a method for reversing energy flow."
"a657f46f5bb00961adfae80d12e41b3d","Zhou"
"529c3d2d527f1dfa6948373d1a9e71ce","Qi"
"175bbb02737de07eadff1b3fba40fdd3","Nice to meet you again. I brought some stuff with me this time. I wonder if you are interested?"
"cfc0b90c2d611b1f4059350a6de0a2db","Let's take a look at the goods."
"7a60d988b7f730d445c5d945ee2de658","Goodbye, we will meet again."
"39d4f4291e92483e054081b9510b771f","Greetings to you, sir."
"bff1f20710b9fc1f781a3b7dc93b37fe","What are you doing here in this desolate wilderness?"
"33993a7ceb609988c0b2d38c6c236b6d","【Return】Greetings."
"a6ecf36da4a79f56c3e00374a12e0d23","I am a traveling merchant, running between two places, doing some small business. Although this deserted sand slope is rarely visited by people, it is also safe because it is rarely visited by people."
"9108fb5ccc176dabe21020bc46872fe3","What business do you do?"
"86cf1190d4333d29dea031b88aaac305","I have some connections in Tiangong Pavilion since I was a child. I specialize in selling some design drawings of magic weapons. If you are interested, I can sell them to you, but the price is this. Hehe."
"fd8ed486690a477cc4b8b3b95185170a","This picture is called Zhanxue. It is said that when the weapon is completed, the cold air will erupt and the nine provinces will be frozen. I wonder if you are interested?"
"15cfd6a6d93f4de58fa265889b0a6997","【Buy】10,000 copper coins"
"b12cc6ecda78605dcc6a6ff22484ac5b","Then this picture is yours, please keep it well. I have to hurry, so I will leave first."
"90cfc0b644be0c8406640d2c7ad26b0d","You don't have enough copper coins. But please rest assured. I will pass by this place every three days or so. If you need it, you can come here to find me."
"6ad0148e9fe419705f636325e2f8640e","[Leave] Alright then."
"51a144fa805bea4ef843698a6a48d99e","I will pass by this place every three days or so. If you need it, you can come here to find me."
"2cf8810b5919a3e5dfbeb1278d3500c5","This picture is called Zhanyan. Wherever the weapon goes, the flames will burn the sky and the power is infinite. I wonder if you are interested?"
"5884209dc665ffea1a1d28bf6a93f7e7","This picture is called Jianglong. It is said that it can make the user's boxing skills Like a weapon. I wonder if you are interested? "
"fb82d706fb6b1ad6f5d3bdac22826d1d","This picture is called Divine Travel, which can make people as light as a swallow and travel a hundred miles a day. I wonder if you are interested? "
"3f684d16a580838a6acb09aba2d7925f","Meng"
"8fc54efa218f92cc4b7341f4a919dee4","Zhifang"
"528f46c6851ff9bf3168dfbb18cb21e7","As soon as I approached, I felt a sharp breath. A cold plum blossom stood coldly beside me. The wind blew the tree and a few bright red flowers flew, but they were chopped into pieces by the sword light. "
"ed343caa9056a27c3c8fcb30a23552b2","What are you doing here, girl?"
"b1b6fc55cfc7f789ae013f6148fe1684","Chopping plum blossoms."
"5cb90cf374804f46b56ce09d40073ca7","Chopping plum blossoms?"
"4cf28409a81b66fe49f43133f654919e","Chopping the fallen plum blossoms without letting them thank you. "
"e41e34060c5d15f88a8b2b3234cf4da3","Flowers must wither"
"e38063effdcd14b71c6d4477a87d513c","Falling into mud and turning into dust, only the fragrance remains. \\nWhy do they wither after blooming? If they are bound to decay, why bother blooming? "
"e47b3fb57346bec2c9f2e23a9c35a6f5","Flowers bloom and fall, recurring and dying, this is the law of nature. "
"64f2f7f110e7c4f94924ccb3b8d2cb6c","I heard that a long time ago, everyone was like a dragon, living for thousands of years, but now people are just red candles, just like this cold plum, blooming in vain, apart from the other flowers, never competing for beauty in the midsummer, and fading in vain. "
"2dcca147f427904ae5554df21d5d08b3","In life, there are hatred and love. Flowers come with spring and fall with autumn, and people don't know there is winter. The winter plum blossoms in the frost, alone and independent, although they still can't escape withering, but they see a different scenery, beautiful in the cold."
"77df2542f6f8393c6523b8b362c53e45","It's just a legend"
"1356982e35061bfdbe44b5daf9b8aba2","Morning mushrooms don't know the new moon and full moon, and cicadas don't know spring and autumn. It's just the truth of the ancients, in other words."
"19c39628ba16e16a1e2bfb3255e62879","I don't know what the girl wants?"
"510d6249994cfcac0826be930c0b3470","When I was young, I heard that there were many masters in the world of the wilderness. But when I studied swordsmanship hard and became famous, the people who were famous in the world at that time disappeared without a trace."
"13485bf2852f388f6faf68ad33645405","Knowing that you can't prove the truth, practicing swordsmanship can't prove the sword. Just like this winter plum blossom, blooming in the cold winter, even if it is beautiful, it can't compete with other flowers, what's the use?"
"cd83c1d01b08cb2480724f2f75d6ef7b","I won't thank you for killing the plum blossoms, but you are just wishful thinking and wasting your time. There are countless heroes in the world. You only need to change your perspective to see today's heroes. There are many who can test their sword skills with you."
"96cb932f8fceb5790c0016015fe5f561","Who are the heroes now? You?"
"82d2e554ef1b86b51bc569ccf2a7cedf","【Spar】I am willing to test my sword skills with you."
"a1095afe7944eed76aff5f08e95fa049","Oh, in that case, please challenge me."
"8262525824a81f1ef0e3e9e5b124fc3d","【Accept the challenge】"
"e3393ea1b928ff752c41db49e47f9ae4","【Persuade】The world is vast."
"21d1f3b2229b8aa53b3476b99c419bfb","The world is vast, why should we stick to the Central Plains? There are masters in the North and the West, what do you think?"
"4b6b042ca294ab9cdbd9908de05de0ad","There are no heroes outside the region, that's all. If you have nothing else to do, please leave."
"574ee85945fed592294ccceec411e005","Ten years of learning skills have ended in hatred, \\nI won't thank you for killing the plum blossoms with my sword."
"774db6b89697738d16986bf1dfcfa358","I actually... lost?"
"1471a100471081aa66d92f45f94538f6","Martial arts is a broad and profound path. There is no end to it if you keep improving. You cut the plum blossom with a sword, thinking that you were born at the wrong time and cannot prove yourself, but in fact you are just complaining and feeling sorry for yourself."
"1dfdd107ac0864d7a723209dc26debf9","You think that practicing martial arts requires proving yourself and challenging masters. If there is no master who can make you famous, you will live alone here and have gone astray."
"f84b635a70e47bb484378fc1736750d3","But, if you can't become famous, why practice martial arts?"
"56210688ed7f5304bddd9969a0c73a8b","When the Northern Territory went south, countless heroes sacrificed their lives. Was it for fame? If it was for fame, how many people can you name?"
"a5fd5774337efac29b6aabafb67eb34e","Hmm..."
"ec2e2717f139fd738cb1d90ec181edaa","Now I only have a poem to give to the girl. I hope the girl is well. Take care of it yourself."
"3a6555a7ab2b48174d41ec076ea8f15c","What poem?"
"27cca9fa6161d845072c8e5d720b85c2","Ten years of sharpening a sword, the blade has never been tested. \\nToday I show it to you, who has grievances?"
"567a1052e1915a1cb30f60e933c62b3d","Wait..."
"f65648346ab34c05b06730ffe1875560","Miss, do you have anything else to say?"
"f94a9f4b8f3edf8757dabee3d7bc6416","This thing is for you. Maybe it will be useful."
"ca1e376cf1df8f45a6801c5251a319f2","This is where I learned swordsmanship. You will know when you go there."
"25a07db87157ef157286c1160922238d","Thank you, Miss."
"fd9c74a87c415c49f3cffe8d91c2bd11","You are only at this level. Instead of talking nonsense, you should improve your skills."
"0fee6340c908c1f8028383d56572af60","I suspect that this world is fake."
"bb7721364ae8c2e09a9037d6c30e6a61","Oh? How do you say it?"
"939948068c03c4ade3b623b8d3719e2e","You see, everything in this world is in my eyes and seen by me. But when I lift the leaf, everything disappears."
"a7951e7b78bb467b6f9aa8c0d66bf7ce","You covered your eyes"
"754c4d27b317e3ac0af43fec290b6195","You mean, even if I covered my eyes, the world still exists. But I think the world in front of me exists because I see the world. If I cover my eyes and the world still exists, doesn't that mean the world is also looking at me?"
"d2cbb476d6dde7a86d4cc72d91a8a1d6","Unreasonable"
"c7e502cbcaf85b22bc2c9b4d05d9513d","You don't understand. There are many things in this world that many people can't understand."
"3f12de1e2d864b8b22a4b42e99e6594d","For example?"
"7c2becdf62d0faed0189abc57d69d666","For example, I have seen someone flying in the sky!"
"eec4eaa251368f2761d818be3cefa5cb","It's just Qinggong"
"c3ec1159dcf996c50c4fd90a07d1020d","Qinggong is just a leap of dozens of feet. Even a master of Qinggong will have to land after a few leaps. But I have seen with my own eyes that someone flew in the air, floating like a fairy!"
"c61b2780cad02f59f424e8cab3bd9ff2","There are no fairies in this world"
"12f75b43379fad8143c40abf7e958f76","Forget it, forget it. I won't explain it to you."
"18c028da1335f529299416a3f90c3272","What are you still doing here? Forget it, I'll give you this thing. Hurry up and leave."
"3e574e24600ec2672a0eeabe2eab521b","Hero, save me!"
"ac59006eb5176d45990c609c96ecbc3f","Hey, young lady, don't go, it's late at night, it's a good time!"
"3af97cb9d7e3e46e6705d3d68f51d9c2","Hero, save me, he, this rapist wants to do something bad to me."
"253d79ec3da1a15b594a6de566273970","Boy, it's late at night, don't delay my work, if you know what's good for you, get out of the way."
"34625a2624579ba54390359762953c5d","This..."
"b594b1643944180f7d0db802921a73b9","【Leave】It's none of my business"
"b10ca328767ad7a45d59e1dae72d218d","He who knows the times is a hero, you know what's good for you, this thing is for you, hey, it's very useful."
"f356b7fc4e0a8079fe7d6a09c30fc741","The other party threw a booklet over, and the name on the booklet was already blurry."
"c04b3ec8917c5934e063871cde031cd9","Take it and leave"
"ca137c5c4272d73eb3c72c772d5d7fc3","【Help】The girl come to me"
"92983eef1822ac0b504f42e019a410a4","You are meddling in other people's business and are courting death!"
"7fcafdde559b66ccfdeb935d020bbb0e","You pervert, you deserve to die!"
"e585911fe04fc361afcbd7ca5798acc6","Accept the challenge"
"3259c54cc962600af7e6b3063a44526f","Damn it, I underestimated you!"
"48b9626ae6a4c5ebc7a71f7424e14504","The thief saw that the situation was not good, and he lifted his foot to the ground, raising a lot of dust, and disappeared in a flash."
"d143dafed555392671a8e58c883c2d4a","Don't run!"
"430a72eb964f30cdcc46fba648db9769","Thank you for your rescue, knight"
"d26d4f1dba713ddfbbce0ec8bc89ed63","【Ask】Ask for reward"
"9d48b78ce83ff620658d9b6140de84db","I am very grateful for your rescue. Please accept this 1,000 copper coins."
"e0c4670c6326c56b42afecf65ad40ecf","【Accept】That's great"
"42054585848ecab92834907c3bfab243","It's getting late today, knight, we will meet again."
"db41a53dec7041a3fa9fe295984fd093","【Refuse】Forget it"
"a05c94d50dafe166c5b165872676b3d5","I don't know how to repay your kindness, if you need anything in the future, knight, just let me know. "
"e3c7f3b0276860579f6fe5e623658788","Where the thief was just now, there is a small booklet, the words on the cover are blurred and can't be seen clearly. "
"0104ba82c9b8ff01a2f4240b151cd77a","Huh? What is this? "
"bf14d73624c5ccff94f5df43cf50da7a","Pick it up"
"ed78de2fcc61d44031f38901ca329a42","【Help】It's a piece of cake"
"b4a3caea50a6aad494c9fa9e57d19eb5","Hmph, you are so good at imitating others to be chivalrous! Go to hell!"
"b54a83662dc0fe6e4542bbe07cb9c862","At this moment, the woman next to him suddenly rushed up and pushed the thief down. "
"84c3d7c3423fc7fb410951603efe6fd7","Knight, you'd better leave quickly."
"35add6eac1b2ddddeb758f36b6e33fdf","You ran away like a fly"
"c8bfaa9fafe9dd6700a5a946bf1a3521","This... Alas"
"1578d4825609bd63afb77c5a6e3b0f7a","Alas, in the end, she actually saved me"
"79e8edc6a9e347fb886d741dfaffd96a","You dare imprison my family, release him now! !"
"3de54a6792629796888bdff6f2e1077e","I was imprisoned, and my family came to rescue me."
"5f60244a7a8bedaae308f5694c0c25e4","I do not want to conflict with you again, so please friends to come and talk."
"ea03fcb8c47822bce772cf6c07d0ebbb","??"
"f09182f0d4b4be23255f18f73d0dc3ab","Yes, I've been asked to help them make amends with you. Resolving old feuds is wiser than creating new ones. Letting go of the past would make a great story."
"72f5e081d026f652d3c5c6711958118d","That's exactly what I had in mind."
"623a8766070f8db49b134d38eec87058","Great! Let's shake hands and put this behind us."
"56725dff8d7e5254a9fa83fd3ed72e1a","{0}{1} asked their friend to help reconcile with me and resolve our grievances."
"6c5903ec9087ee2f1623164f63cfbe33","The enmity has been reconciled, and there's been a change in attitude."
"93d52376102285b2400965e6e7788faa","Firmly refuse!"
"69207cb489e8dd903f2ff8107b44abd5","More friends than enemies is always better. Can we settle this grudge with my humble request?"
"17a0d7e8cfdb963c7a4374d255406d5d","Reluctantly agree."
"d3fe2b9ea80b69a6d984d82c269310d5","I'm afraid I can't agree."
"05e83fe14a44488acc89a68209b3c099","Why are you so obstinate? If you agree, I'm willing to provide a treasure map."
"db2ef84e1db4c42c5f13e1c17781f04f","Obtained a treasure map."
"e3a2917735a63f00979c131875b9d929","That's unrealistic."
"d5e5f5a47c7b44cca154c0e480f555bf","In that case, farewell. You two may resolve your grievances later on your own."
"e553ea8651730cfba6c7aa14bf95e410","{0}{1} asked their friend to help reconcile with me, but I refused."
"3675e3efeed7c3136ba9907aa0d48732","Hold on, do you recognize this person?"
"8bce1fef0ec6dc48d6dd5626e3a835fe","Master... This is..."
"0952d2083d4a90b939f7ec0bc5c596d8","I could've killed this guy, but his connection to you is strong. I leave this to you."
"36cec69e587c7cc844c903227fc0c9ac","Request Master's mercy for him"
"ab434ffed9da4495838fcf68c196ca47","This cunning scoundrel will undoubtedly harm your reputation. Why be so lenient? It will seriously damage our sect's standing!"
"681c9e2b171858bacb56d33040010f02","Accept the consequences, even if it means expulsion from the sect and physical harm."
"e978cfdeebb4eab36f0fa8ff519da769","You truly disappoint me. I have no choice but to announce that you're no longer a part of our sect. Take care."
"467015be551f68fc393072c805bf549b","{0}{1} ordered me to execute someone close, but I refused. As punishment, I was expelled from the sect, my Kungfu deprived, my leg tendons severed, and my eyes blinded."
"75601f24fb2102702dc45e3fe2ccb18b","Expelled from the sect, stripped of my Kungfu, my leg tendons severed, and my eyes blinded."
"dd1cd1db4b40a7ba624d992715c9f418","Comply with tears"
"512ad101e9ed1a371b8a3af542ed3d87","Attack the Master"
"15ca7e6ac61beebd2a4e6daf4ed15b41","Prioritize righteousness"
"d5ead267d5cf7ff7e4fab22274544bf8","Well done! !"
"2aa86d8da3a580bbe2bec05cfd202874","With a heavy heart, I acted in the name of justice, earning the Master's trust and a reputation for being just and ruthless."
"d1df0db070e210c645334f2f61fee677","{0}{1} instructed me to execute someone close, and I opted for the righteous path. This earned me more of {0}{1}'s trust."
"bf9c40471470fdb40f8e70a67b75e389","Indeed... Master... It was the right decision..."
"a7e4a94b47a0e365bbfea1fc778fae40","Firmly refuse"
"b039b7096bc6f4d65ff87c691187da47","How stupid! In that case, I'll have to eliminate both of you! !"
"586de7942f78c5bc166e44438d6e14b6","{0}{1} ordered me to execute someone close, but I refused. And {0}{1} initiates the battle."
"cebc2e608cae8038ccbd8fc36fe983cc","Battle!"
"514f4bfacfa90464efbc2d381407813b","Sir, the first time I saw you, my heart skipped a beat. Would you consider uniting our fates?"
"5bc2c58d16c727cfa2a181092d203de1","Politely decline, claiming it isn't meant to be"
"f31f6d0d25f69f96a0c8d9860849a211","Now, a final chance for you. Accept it or regret it!!"
"22c6e08c92eeded9edcf3bb5897757f9","Reluctantly agree due to circumstances"
"267c2b75c52f3f5cfc9e12236cbe1042","That's more like it! I promise I'll treat you well, hehe."
"86d896b0fe0af919a2a2af7a46c3c0d1","{0}{1} expressed their affection for me, and I reluctantly accepted. Became a couple with {0}{1}."
"de6a4c26c1eefe0f035412ba03ef6394","Form an intimate relationship with them."
"f6714374bd5075b1e3cb3f20c52bf38a","Firmly refuse (Battle)"
"8d8e6a4101e194faed119c4f85063ef5","The other party has developed dislike."
"e96f0b3ae6cd2cd4723b623b9db3e9b4","{0}{1} declared her love for me, and when I refused, she attacked!"
"fdaa148be2b8d769248c3b8d717df906","How could you refuse me? If you don't agree, I'll end it all here. Could you live with that?"
"7e45dd97648ba8fc6d56ad40620b5a39","You've hurt me deeply, but I won't give up easily!"
"8855b07f86fa1d335c18ccba91fa7717","The other party has become saddened."
"30e954c0a4d11570a9aa3bdc03d64112","{0}{1} confessed their love, but I declined firmly. {0}{1} was hurt but persistent."
"432126118d1d07a9ce8b84a3905aaca4","Accept delightfully"
"ca2e82a7bb070d04f0aef20b1697a682","Miss, the first time I saw you, I knew you were the one. Would you consider intertwining our fates?"
"b2ba9b9e3664965843e1c994b1ad82a1","Now, a final chance for you. Accept or I'll make you regret it!"
"513f7707e68ee84d5215eb80ec7cb582","That's more like it! I promise I'll treat you well, hehe."
"6a4c4c6ac85ad9d6da14ef187e622b0b","How dare you reject me! I'll make sure you learn a lesson!"
"3ea20f1a18567fd72f92553cbb461c50","{0}{1} declared his love for me, and when I refused, he attacked!"
"bc3750163b00066c0bf2ee5425110fbd","How could you refuse me? If you don't agree, I'll end it all here. Could you live with that?"
"a69e8ff31beb16762ca65f20302f71a0","You've hurt me deeply, but I won't give up easily!"
"4cf7cf38edc48be00c6be56d7c0d21b6","Hong"
"b51538ae688f8394b1617c55c2cfb467","Eight Gong"
"ca77ca146c1c1c66add976e544130f35","I've heard of your generousity, always willing to help the less fortunate. Could you spare some coins for me?"
"985052ac93db1dd6b48f6b344b7bb15d","Give 100 coins"
"f8698cc645eb74bd778199418d6cca38","Thank you! This would get us food for today, but my elderly mother is seriously ill at home. Please help me pay for her medical care."
"1d84c7c8a68d8ab50941b0e3107967ed","Give 100 coins"
"9176d0cce0456a9f82aa7289eb9bd6ed","Offer a bottle of Astringent"
"8e857b40991a35868c496ea0e9174944","You are a savior. With this medicine, my mother might have a chance to recover."
"19ad1f81a75ffe0e35a5fd766425de1c","Offer a bottle of Astringent"
"aeb23c191f056c202362f98ae31e3a69","You're indeed kind-hearted! My son is always in tattered clothes. Could you spare some for clothing for him?"
"87482f8cff3d3d52d9a59f9d8800a540","Give clothing"
"e1a6acf20017b75ead5f8fb603ec0b89","Amazing! Your reputation precedes you, and rightfully so!"
"46a13922df18ee5745b1e1aef88c0f89","Their demeanor shifts, revealing a hidden martial arts master!"
"4972dc4b2075c53f3f5f91add117f7c2","We've crossed paths. If you have any requests, ask away. I'll share my knowledge."
"a0a5ea845ee0bb7e762cf898da7933d4","Their attitude toward you changed."
"53826f1359a8587ce8aad3960d25f6ed","Ask for skill teachings"
"d18f6e560b995be3ef80a919a7227810","If you're interested, I could teach you a skill."
"4aaa8a076d1673b860a0a0e923db29c2","Learned 1 new skill."
"b87381e6f5fad7ee4e5306dde1dd0c64","Met {0}{1} begging, who was a hidden master, and learned two new skills from them."
"7df36a23e862d312ebc96c71d01d556f","Thank you, Master!"
"17ad55ce3f48818beda9e07f7c4f6cba","You've proven yourself, young friend. If you ever want to join the Beggar Gang, you'll be welcome. Here, let me teach you a small begging technique that might come in handy on your journey."
"551ecf46f832a63f078d71123793436f","Are you a disciple of the Beggar Gang?"
"ef10c78e006eb28d7159b530c2449d9b","Haha, we'll meet again someday! Farewell."
"69908618b5b3e2addc73ce3a6c9a7b81","Accept the Wayscroll"
"0a3377e8dd44e8a72ee8b6632affcd13","Ask for Inner Kungfu teachings"
"10412bf8c3fb95e1f3dd98c47af3d052","Very well, I will teach you an Inner Kungfu."
"5367a93e8bb55ffdce2f38c0c84dc620","Met {0}{1} begging, who was a hidden master, and learned an Inner Kungfu from them."
"496f6f6248a55c0fcf6743987a51cdcd","Ask for equipment"
"136221107cdaa33b0f6463f58eb0c4e0","Here, take these clothes as a memento of our encounter. Until we meet again."
"d62a4f653b68d56d04c952a319e4526c","The master gave me legendary clothing!"
"cb8b1ee96baf6cf6931f0a627de99f05","Met {0}{1} begging, who was a hidden master, and received legendary clothing from them."
"8299029e71f40c079a512385891f8f02","Who do you think you are? What makes you think you can teach me? (Refuse Provocation)"
"4c8475dbe72aa9b8eaebafee8f4fe56a","You don't know what's good for you, brat. I'd thought you a kind soul. Hmph, turns out you're not what I expected. Until we meet again."
"46463e7f898ddde44ed473a3e8c6e8be","You're not quite what I expected."
"4c7998c82821dd2be08d8b4f9c30ccb8","I appreciate the gesture, but true kindness asks nothing in return. I must decline. (Refuse)"
"3bae3fd1684765b0a5254353758ae77a","Your gracious words have impressed me. The world is fraught with danger. Please, I insist that you accept these potions."
"4cbcd69c07f1ac66fd1b9140ecfb8c24","What a noble gentleman."
"85f4cf5ec195ba2b9c141b50097b9721","In that case, I gratefully accept."
"728df3bc48a64954bb8f1a646dfed8fe","Tell them you also lack clothing."
"bf584e09d28ab00f17bd20db99742091","You truly are a noble soul. It's rare to find someone like you nowadays."
"527b40bbf06639a8c832d93292062458","Show doubt and refuse"
"5e03c0ae526d702530f3d066b6cb520a","Well, you're a good person. I shouldn't have pushed my luck. Farewell."
"5b2769b662cd0b49110fc358cb0c687d","Agree to help and offer 200 coins"
"cc2197ed17f8ff2c80d6341993730159","Give 200 coins"
"f9b75911ae2367647e20b1ac5693c3b1","Express doubt and politely refuse"
"7a2bd0ad39fe1cbf9aea3d3ef893f4d5","Lie, and tell him you're too poor to help."
"fb3dd4db916c7c84fdb7e1a3389922ba","I guess human nature really cannot stand the test."
"04e8eeaaba8d9dcab056cb691a51c8cf","My reputation changed."
"0eb0dc00e8b2eae1efe97be686ee4a07","Met {0}{1} begging, pretended to be less fortunate, reputation damaged, now perceived as Miserly."
"f51e9f656f2e7dac77fda8bbd0a9a77d","Resolutely refuse"
"4df57f2d80571f3547f24395527ba90a","It appears that people's reputations aren't always accurate."
"fac84f58b95e43d4753e1551d7825f84","Met {0}{1} begging, refused resolutely and lost the reputation of Charitable."
"3fea8cddcb0aef27ab4dd42db63fd9ec","Master, I feel ashamed that I haven't contributed much to our sect. Please allow me to leave the sect."
"89d41b54602e3db88c613eaa744228a0","Get furious and deprive their Kungfu."
"d014bb7eff194444da6385d78db33346","Ugh! Why don't you let me leave? I have no other option!"
"26a0ed47d866c78a2e1bc6ea91107995","Deprived one of their Skills."
"df041f63b0c1aa1951173c69331771aa","{0}{1} wants to leave the sect because of my tarnished reputation. Why forgive betrayal? I had to strip him of Kungfu!"
"9f4d64d55ccfed15b03181f5aaae2b29","Hmph, so presumptuous!"
"76100092c6a55359b8561d18ba702b7f","Display understanding and agree to their request."
"eeac53f94de63db3a4d654c4656533a8","Thank you, Master. This is where we part ways. Please take care!"
"3efc0be36df7321609b8e927ef780d36","{0}{1} wants to leave the sect because of my tarnished reputation. I understood his struggle and chose to let him go..."
"235230356486d44f9b642fe265744f84","You may go..."
"179b31dcfd4c448dcdee4d55760833cd","Expel from the sect."
"cb60d40d8d0b6543b8b4cc8a9ddd39fc","May I have a word with you?"
"3e5c437c2a0e51330a35c03de476467d","What's the matter?"
"acfee3438340f6aa2b5ce57999764424","I've heard you're a tough character, and I have an enemy to deal with. If you could assist me in dealing with him, I'd greatly appreciate it!"
"6a470071e8ef8b01754e1e9d9c1049d2","Who is that person? How do you plan to deal with him?"
"c74f7caff66b2d62c42791fbde6aaaef","This person has stolen our legendary family heirloom weapon. If you help me get it back, here's 2,000 coins upfront. Don't worry, they have no connection to you. If you agree, I'll share their whereabouts with you. "
"faa5972d98591dbca629ecd59d0630a6","Here's an advance payment. Remember to be discreet. I'm counting on you."
"152629e0cc8832e56c6180a64f29e330","{0}{1} paid me a 2,000 coin deposit to deal with their enemy and retrieve their family's heirloom weapon."
"9f6f276f47428eafe6c93968f9c0953e","In that case, it's best you forget about this and keep it quiet. It wouldn't be good for you if it gets out. Bye!"
"794eadfdb6664c52255784f7cfc09610","{0}{1} wanted me to deal with his enemy, and though I didn't agree, I did learn about his enemy possessing the legendary weapon."
"3c4757fdd81f755f6e435c2a68b570f4","Not interested"
"5b28b4b0f95737394378b7cd36a3b8af","My apologies for the interruption. I'll take my leave now."
"819cb6b61ef69403c2af0c901ea2025b","My business has been struggling financially lately. Could you help me out? I'll make sure to repay your kindness."
"3251511e53406caf7ffda9dfb7954a81","How much do you need?"
"6fe39f6df727ad342b07314bf3ae9cdf","I need 2,000 coins, but any amount you can spare would be a great help."
"9580998fcd573424c701be8938c4352c","Decide to invest"
"b7ccfcca486e44813bb3c6f52ebaba9a","Thank you so much! I'll work hard to make my business a success and pay you back."
